source,title,authors,DOI,issue year,type,number of citations,link
scholar,Cash Flow Optimization of Portfolio Considering Market Indices Using Genetic Algorithm and Particle Swarm Optimization,"Rajabi, Reza; Haji Yakhchali, Siamak; ",,2022,,,
scholar,Portfolio Optimization Based on Robust Probablistic Planning Model Using Genetic Algorithm and Shuffled Frog-leaping Algorithm,"Heidari, MohammadSaeed; Validi, Javad; Ebrahimi, Seyed Babak; ",,2021,,,
scholar,Studying of volatility and risk in portfolio-optimization model using of imperialist competitive algorithm,"Neshatizade, Laya; Haidari, Hassan; ",,2018,,,
scholar,The investment strategy and capacity portfolio optimization in the supply chain with spillover effect based on artificial fish swarm algorithm,"Zheng, ZL; Bao, X; ",,2019,,,
scholar,A sophisticated optimization algorithm for obtaining a group trading strategy portfolio and its stop-loss and take-profit points,"Chen, Chun-Hao; Chen, Yu-Hsuan; Wu, Mu-En; Hong, Tzung-Pei; ",,2018,,,
scholar,Goal programming and genetic algorithm in multiple objective optimization model for project portfolio selection: a review,"Mogbojuri, AO; Olanrewaju, OA; ",,2022,,,
scholar,Algorithm Optimization Model of Trading Strategy based on CEEMDAN-SE-LSTM and Artificial Intelligence,"Zhang, Jingwen; Fan, Lei; Gu, Kaijie; ",,2022,,,
scholar,"AN EXPERT SYSTEM FOR STOCKS PRICE FORECASTING AND PORTFOLIO OPTIMIZATION USING FUZZY NEURAL NETWORK, FUZZY MODELING AND GENETIC ALGORITHM","ZAMANI, MOHSEN; AFSAR, AMIR; SAGHAFI, NEZHAD SEYYED VAHID; BAYAT, ELHAM; ",,2015,,,
scholar,Implementation of density-based spatial clustering of application with noise and genetic algorithm in portfolio optimization with constraint,"Dinandra, RS; Hertono, GF; Handari, BD; ",,2019,,,
scholar,Research on portfolio optimization based on affinity propagation and genetic algorithm,"Liu, Chong; Gan, Wenyan; Chen, Yutian; ",,2017,,,
scholar,"Examining the performance of different risk criteria in portfolio selection and optimization, using the ant colony algorithm in companies listed at the tehran stock exchange","Fallahshams, Mirfeiz; Abdollahi, Ahmad; Moghaddassi, Motahare; ",,2013,,,
scholar,"A novel framework for portfolio optimization based on modified simulated annealing algorithm using ANN, RBFN, and ABC algorithms","Kumar, Chanchal; Doja, MN; Baig, Mirza Allim; ",,2018,,,
scholar,A new evolutionary algorithm for portfolio optimization and its application,"Wang, Weijia; Hu, Jie; ",,2013,,,
scholar,Portfolio Optimization Using Gray Wolf Algorithm and Modified Markowitz Model Based on Co-Garch Modeling,"Jahaniana, Fahime; Oskooeb, SeyyedAli Paytakhti; Mohammadia, Ahmad; Mottaghia, Aliasghar; ",,2024,,,
scholar,A Deep Neural Network Algorithm for Linear-Quadratic Portfolio Optimization With MGARCH and Small Transaction Costs,"Papanicolaou, Andrew; Fu, Hao; Krishnamurthy, Prashanth; Khorrami, Farshad; ",,2023,,,
scholar,Portfolio selection under trading constraints and data uncertainty using robust optimization approach and NSGA-II algorithm,"Peykani, Pejman; Jandaghian, Alireza; ",,2020,,,
scholar,Stock portfolio optimization using Imperialist Competitive Algorithm (ICA) and Particle Swarm Optimization (PSO) under Conditional Value at Risk (CVaR),"Karimi, Arezou; Goodarzi Dahrizi, Sara; ",,2020,,,
scholar,Optimization Portfolio Selection in Risk Situations with Combined Meta-Heuristic Algorithm of Genetic Algorithm (GA) and Lion Optimization Algorithm (LOA),"Mirabi, Mohammad; Zarei Mahmoudabadi, Mohammad; ",,2020,,,
scholar,Multi-objective evolutionary algorithm based on data analysis and its application in portfolio optimization,"Jiang, RuiWu; Tang, Jing; ",,2021,,,
scholar,"Resolving a portfolio optimization problem with investment timing through using the analytic hierarchy process, support vector regression and a genetic algorithm","Hsu, Chih-Ming; ",,2018,,,
scholar,Algorithm Implementation and Research of Prospect Theory Portfolio Optimization Model,"Chang, Mengying; Xu, Yang; Fan, Yulian; ",,2019,,,
scholar,Implementation of agglomerative clustering and modified artificial bee colony algorithm on stock portfolio optimization with possibilistic constraints,"Maydina, TD; Hertono, GF; Handari, BD; ",,2019,,,
scholar,The optimization of energy portfolio management (EPM): Framework and simulation,"Yan, Chang; ",,2012,,,
scholar,"Pak. J. Statist. 2017 Vol. 33 (6), 441-448 PORTFOLIO SELECTION USING ANT COLONY ALGORITHM AND ENTROPY OPTIMIZATION","Rahimi, Mohamadtaghi; Kumar, Pranesh; Yari, Gholamhossein; ",,2017,,,
,,,,,,,
springerlink,Use Cases of Quantum Optimization for Finance,Samuel MugelEnrique LizasoRomán Orús,10.1007/978-3-030-97273-8_15,2022,Chapter,,http://link.springer.com/chapter/10.1007/978-3-030-97273-8_15
springerlink,Quantum beetle antennae search: a novel technique for the constrained portfolio optimization problem,Ameer Tamoor KhanXinwei CaoShuai LiBin HuVasilios N. Katsikis,10.1007/s11432-020-2894-9,2021,Article,,http://link.springer.com/article/10.1007/s11432-020-2894-9
springerlink,Portfolio Optimization Based on Quantum HHL Algorithm,Qinghai LiHao WuWeizhong QianXiaoyu LiQinsheng ZhuShan Yang,10.1007/978-3-031-06788-4_8,2022,Chapter,,http://link.springer.com/chapter/10.1007/978-3-031-06788-4_8
springerlink,"Best practices for portfolio optimization by quantum computing, experimented on real quantum devices",Giuseppe BuonaiutoFrancesco GargiuloGiuseppe De PietroMassimo EspositoMarco Pota,10.1038/s41598-023-45392-w,2023,Article,,http://link.springer.com/article/10.1038/s41598-023-45392-w
springerlink,Reverse quantum annealing approach to portfolio optimization problems,Davide VenturelliAlexei Kondratyev,10.1007/s42484-019-00001-w,2019,Article,,http://link.springer.com/article/10.1007/s42484-019-00001-w
springerlink,A quantum online portfolio optimization algorithm,Debbie LimPatrick Rebentrost,10.1007/s11128-024-04256-6,2024,Article,,http://link.springer.com/article/10.1007/s11128-024-04256-6
springerlink,Portfolio Optimization Using Quantum-Inspired Modified Genetic Algorithm,Abhishek GunjanSiddhartha BhattacharyyaAboul Ella Hassanien,10.1007/978-981-99-3416-4_53,2023,Chapter,,http://link.springer.com/chapter/10.1007/978-981-99-3416-4_53
springerlink,Quantum computing for finance,Dylan HermanCody GooginXiaoyuan LiuYue SunAlexey GaldaIlya SafroMarco PistoiaYuri Alexeev,10.1038/s42254-023-00603-1,2023,Article,,http://link.springer.com/article/10.1038/s42254-023-00603-1
springerlink,A constrained multi-period portfolio optimization model based on quantum-inspired optimization,Kumar RamaiahP. Beaulah Soundarabai,10.1007/s11042-024-18597-y,2024,Article,,http://link.springer.com/article/10.1007/s11042-024-18597-y
springerlink,An Empirical Study on the Use of Quantum Computing for Financial Portfolio Optimization,Cláudio GomesGabriel FalcaoLuís PaqueteJoão Paulo Fernandes,10.1007/s42979-022-01215-9,2022,Article,,http://link.springer.com/article/10.1007/s42979-022-01215-9
springerlink,"Financial Econometrics: Bayesian Analysis, Quantum Uncertainty, and Related Topics",Prof. Nguyen Ngoc ThachVladik KreinovichProf. Doan Thanh HaProf. Nguyen Duc Trung,10.1007/978-3-030-98689-6,2022,Book,,http://link.springer.com/book/10.1007/978-3-030-98689-6
springerlink,Quantum Decision Theory and Complexity Modelling in Economics and Public Policy,Anirban ChakrabortiEmmanuel HavenSudip PatraNaresh Singh,10.1007/978-3-031-38833-0,2023,Book,,http://link.springer.com/book/10.1007/978-3-031-38833-0
springerlink,Quantum Finance,Do Ngoc Diep,10.1007/978-3-030-89746-8_5,2022,Chapter,,http://link.springer.com/chapter/10.1007/978-3-030-89746-8_5
springerlink,Portfolio Optimisation Using the D-Wave Quantum Annealer,Frank PhillipsonHarshil Singh Bhatia,10.1007/978-3-030-77980-1_4,2021,Chapter,,http://link.springer.com/chapter/10.1007/978-3-030-77980-1_4
springerlink,A Survey on Quantum Computational Finance for Derivatives Pricing and VaR,Andrés GómezÁlvaro LeitaoAlberto ManzanoDaniele MussoMaría R. NogueirasGustavo OrdóñezCarlos Vázquez,10.1007/s11831-022-09732-9,2022,Article,,http://link.springer.com/article/10.1007/s11831-022-09732-9
springerlink,Recent progress and perspectives on quantum computing for finance,Yehui TangJunchi YanGuoqiang HuBaohua ZhangJinzan Zhou,10.1007/s11761-022-00351-7,2022,Article,,http://link.springer.com/article/10.1007/s11761-022-00351-7
springerlink,Hybrid quantum investment optimization with minimal holding period,Samuel MugelMario AbadMiguel BermejoJavier SánchezEnrique LizasoRomán Orús,10.1038/s41598-021-98297-x,2021,Article,,http://link.springer.com/article/10.1038/s41598-021-98297-x
springerlink,Quantum Computing Environments,Prof. Sitharama S. IyengarDr. Mario MastrianiDr. KJ Latesh Kumar,10.1007/978-3-030-89746-8,2022,Book,,http://link.springer.com/book/10.1007/978-3-030-89746-8
springerlink,Quantum-Like Contextual Utility Framework Application in Economic Theory and Wider Implications,Sudip PatraSivani Yeddanapudi,10.1007/978-3-031-38833-0_6,2023,Chapter,,http://link.springer.com/chapter/10.1007/978-3-031-38833-0_6
springerlink,Quantum Software Engineering,Manuel A. SerranoRicardo Pérez-CastilloMario Piattini,10.1007/978-3-031-05324-5,2022,Book,,http://link.springer.com/book/10.1007/978-3-031-05324-5
springerlink,"Contemporary Quantum Computing Use Cases: Taxonomy, Review and Challenges",Jaiteg SinghKamalpreet Singh Bhangu,10.1007/s11831-022-09809-5,2023,Article,,http://link.springer.com/article/10.1007/s11831-022-09809-5
springerlink,Quantum Machine Learning: An Applied Approach,Santanu Ganguly,10.1007/978-1-4842-7098-1,2021,Book,,http://link.springer.com/book/10.1007/978-1-4842-7098-1
springerlink,Constrained optimization via quantum Zeno dynamics,Dylan HermanRuslan ShaydulinYue SunShouvanik ChakrabartiShaohan HuPierre MinssenArthur RattewRomina YalovetzkyMarco Pistoia,10.1038/s42005-023-01331-9,2023,Article,,http://link.springer.com/article/10.1038/s42005-023-01331-9
springerlink,Application of Quantum Computing in Reliability Analysis,Mohammad Yazdi,10.1007/978-3-031-53514-7_8,2024,Chapter,,http://link.springer.com/chapter/10.1007/978-3-031-53514-7_8
springerlink,The effects of quantum hardware properties on the performances of variational quantum learning algorithms,Giuseppe BuonaiutoFrancesco GargiuloGiuseppe De PietroMassimo EspositoMarco Pota,10.1007/s42484-024-00144-5,2024,Article,,http://link.springer.com/article/10.1007/s42484-024-00144-5
springerlink,Quantum Computers,Belal Ehsan BaaquieLeong-Chuan Kwek,10.1007/978-981-19-7517-2,2023,Book,,http://link.springer.com/book/10.1007/978-981-19-7517-2
springerlink,Quantum computing for financial risk measurement,Sascha WilkensJoe Moorhouse,10.1007/s11128-022-03777-2,2023,Article,,http://link.springer.com/article/10.1007/s11128-022-03777-2
springerlink,"Quantum Bridge Analytics II: QUBO-Plus, network optimization and combinatorial chaining for asset exchange",Fred GloverGary KochenbergerMoses MaYu Du,10.1007/s10479-022-04695-3,2022,Article,,http://link.springer.com/article/10.1007/s10479-022-04695-3
springerlink,"Quantum Bridge Analytics II: QUBO-Plus, network optimization and combinatorial chaining for asset exchange",Fred GloverGary KochenbergerMoses MaYu Du,10.1007/s10288-020-00464-9,2020,Article,,http://link.springer.com/article/10.1007/s10288-020-00464-9
springerlink,Enhancing the Financial Sector with Quantum Computing: A Comprehensive Review of Current and Future Applications,Brandas ClaudiuEnache CosminDidraga OtnielAlbu Andrei,10.1007/978-981-99-6529-8_17,2024,Chapter,,http://link.springer.com/chapter/10.1007/978-981-99-6529-8_17
springerlink,Quantum Trading and Hedging Strategy,Raymond S. T. Lee,10.1007/978-981-32-9796-8_6,2020,Chapter,,http://link.springer.com/chapter/10.1007/978-981-32-9796-8_6
springerlink,Quantum-Like Model of Subjective Expected Utility: A Survey of Applications to Finance,Polina Khrennikova,10.1007/978-3-030-04200-4_5,2019,Chapter,,http://link.springer.com/chapter/10.1007/978-3-030-04200-4_5
springerlink,Quantum computing reduces systemic risk in financial networks,Amine Mohamed AboussalahCheng ChiChi-Guhn Lee,10.1038/s41598-023-30710-z,2023,Article,,http://link.springer.com/article/10.1038/s41598-023-30710-z
,,,,,,,
springerlink,PSO Heuristics Algorithm for Portfolio Optimization,Yun ChenHanhong Zhu,10.1007/978-3-642-13495-1_23,2010,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-13495-1_23
springerlink,Accelerating the Critical Line Algorithm for Portfolio Optimization Using GPUs,Raja H. SinghLee BarfordFrederick Harris Jr.,10.1007/978-3-319-32467-8_29,2016,Chapter,,http://link.springer.com/chapter/10.1007/978-3-319-32467-8_29
springerlink,A Multi-Period Constrained Multi-Objective Evolutionary Algorithm with Orthogonal Learning for Solving the Complex Carbon Neutral Stock Portfolio Optimization Model,Yinnan ChenLingjuan YeRui LiXinchao Zhao,10.1007/s11424-023-2406-3,2023,Article,,http://link.springer.com/article/10.1007/s11424-023-2406-3
springerlink,Portfolio Optimization Based on Quantum HHL Algorithm,Qinghai LiHao WuWeizhong QianXiaoyu LiQinsheng ZhuShan Yang,10.1007/978-3-031-06788-4_8,2022,Chapter,,http://link.springer.com/chapter/10.1007/978-3-031-06788-4_8
springerlink,Modified Moth Search Algorithm for Portfolio Optimization,Ivana StrumbergerEva TubaNebojsa BacaninMilan Tuba,10.1007/978-981-15-0077-0_45,2020,Chapter,,http://link.springer.com/chapter/10.1007/978-981-15-0077-0_45
springerlink,A branch-and-bound algorithm for discrete multi-factor portfolio optimization model,Shu-fen Niu 牛淑芬Guo-xin Wang 王国欣Xiao-ling Sun 孙小玲,10.1007/s11741-008-0105-3,2008,Article,,http://link.springer.com/article/10.1007/s11741-008-0105-3
springerlink,Experimental Study on a Hybrid Nature-Inspired Algorithm for Financial Portfolio Optimization,Giorgos GiannakourisVassilios VassiliadisGeorge Dounias,10.1007/978-3-642-12842-4_14,2010,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-12842-4_14
springerlink,Pivoting Algorithm for Mean-CVaR Portfolio Optimization Model,Yanwu LiuZhongzhen Zhang,10.1007/978-3-642-14350-2_25,2010,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-14350-2_25
springerlink,Asset portfolio optimization using support vector machines and real-coded genetic algorithm,Pankaj GuptaMukesh Kumar MehlawatGarima Mittal,10.1007/s10898-011-9692-3,2012,Article,,http://link.springer.com/article/10.1007/s10898-011-9692-3
springerlink,Portfolio Optimization Using Genetic Algorithms with Nelder–Mead Algorithm,Annem Abhishek ReddyMaheedhar VundelaG. Manju,10.1007/978-981-33-4501-0_19,2021,Chapter,,http://link.springer.com/chapter/10.1007/978-981-33-4501-0_19
springerlink,A Novel Multi Objective Genetic Algorithm for the Portfolio Optimization,Vitoantonio BevilacquaVincenzo PacelliStefano Saladino,10.1007/978-3-642-24728-6_25,2012,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-24728-6_25
springerlink,A quantum online portfolio optimization algorithm,Debbie LimPatrick Rebentrost,10.1007/s11128-024-04256-6,2024,Article,,http://link.springer.com/article/10.1007/s11128-024-04256-6
springerlink,A Fast Converging Evolutionary Algorithm for Constrained Multiobjective Portfolio Optimization,Yi ChenHemant Kumar SinghAimin ZhouTapabrata Ray,10.1007/978-3-030-72062-9_23,2021,Chapter,,http://link.springer.com/chapter/10.1007/978-3-030-72062-9_23
springerlink,A multi-population evolutionary algorithm for multi-objective constrained portfolio optimization problem,Meriem HemiciDjaafar Zouache,10.1007/s10462-023-10604-2,2023,Article,,http://link.springer.com/article/10.1007/s10462-023-10604-2
springerlink,A Combination Genetic Algorithm with Applications on Portfolio Optimization,Jiah-Shing ChenJia-Leh Hou,10.1007/11779568_23,2006,Chapter,,http://link.springer.com/chapter/10.1007/11779568_23
springerlink,Portfolio Optimization Using Quantum-Inspired Modified Genetic Algorithm,Abhishek GunjanSiddhartha BhattacharyyaAboul Ella Hassanien,10.1007/978-981-99-3416-4_53,2023,Chapter,,http://link.springer.com/chapter/10.1007/978-981-99-3416-4_53
springerlink,A Double-Stage Genetic Optimization Algorithm for Portfolio Selection,Kin Keung LaiLean YuShouyang WangChengxiong Zhou,10.1007/11893295_102,2006,Chapter,,http://link.springer.com/chapter/10.1007/11893295_102
springerlink,Cardinality constrained portfolio optimization with a hybrid scheme combining a Genetic Algorithm and Sonar Inspired Optimization,Christos KonstantinouAlexandros TzanetosGeorgios Dounias,10.1007/s12351-020-00614-1,2022,Article,,http://link.springer.com/article/10.1007/s12351-020-00614-1
springerlink,A novel hybrid algorithm based on a harmony search and artificial bee colony for solving a portfolio optimization problem using a mean-semi variance approach,Seyed Mohammad SeyedhosseiniMohammad Javad EsfahaniMehdi Ghaffari,10.1007/s11771-016-3061-9,2016,Article,,http://link.springer.com/article/10.1007/s11771-016-3061-9
springerlink,"An Algorithm for Portfolio Optimization with Variable Transaction Costs, Part 2: Computational Analysis",M. J. BestJ. Hlouskova,10.1007/s10957-007-9249-2,2007,Article,,http://link.springer.com/article/10.1007/s10957-007-9249-2
springerlink,Robust portfolio optimization with a hybrid heuristic algorithm,Björn FastrichPeter Winker,10.1007/s10287-010-0127-2,2012,Article,,http://link.springer.com/article/10.1007/s10287-010-0127-2
springerlink,The mean-variance cardinality constrained portfolio optimization problem using a local search-based multi-objective evolutionary algorithm,Bili ChenYangbin LinWenhua ZengHang XuDefu Zhang,10.1007/s10489-017-0898-z,2017,Article,,http://link.springer.com/article/10.1007/s10489-017-0898-z
springerlink,A Hybrid Model for Financial Portfolio Optimization Based on LS-SVM and a Clustering Algorithm,Ivana P. MarkovićJelena Z. StankovićMiloš B. StojanovićJovica M. Stanković,10.1007/978-3-030-33110-8_15,2019,Chapter,,http://link.springer.com/chapter/10.1007/978-3-030-33110-8_15
springerlink,Uncertain random portfolio optimization with non-dominated sorting genetic algorithm-II and optimal solution criterion,Xiangfa LiBo LiTing JinPeiyao Zheng,10.1007/s10462-022-10388-x,2023,Article,,http://link.springer.com/article/10.1007/s10462-022-10388-x
springerlink,"An Algorithm for Portfolio Optimization with Variable Transaction Costs, Part 1: Theory",M. J. BestJ. Hlouskova,10.1007/s10957-007-9252-7,2007,Article,,http://link.springer.com/article/10.1007/s10957-007-9252-7
springerlink,The Portfolio Risk Analysis Based on Dynamic Particle Swarm Optimization Algorithm,Qin Suntao,10.1007/978-3-642-18387-4_55,2011,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-18387-4_55
springerlink,A Hybrid Multiobjective Bat Algorithm for Fuzzy Portfolio Optimization with Real-World Constraints,Wei ChenWen Xu,10.1007/s40815-018-0533-0,2019,Article,,http://link.springer.com/article/10.1007/s40815-018-0533-0
springerlink,Optimization of cardinality constrained portfolios with a hybrid local search algorithm,Dietmar MaringerHans Kellerer,10.1007/s00291-003-0139-1,2003,Article,,http://link.springer.com/article/10.1007/s00291-003-0139-1
springerlink,Improving Portfolio Efficiency: A Genetic Algorithm Approach,Xiaolou Yang,10.1007/s10614-006-9021-y,2006,Article,,http://link.springer.com/article/10.1007/s10614-006-9021-y
springerlink,An Approach for Diverse Group Stock Portfolio Optimization Using the Fuzzy Grouping Genetic Algorithm,Chun-Hao ChenBing-Yang ChiangTzung-Pei HongDing-Chau WangJerry Chun-Wei Lin,10.1007/978-3-319-75417-8_48,2018,Chapter,,http://link.springer.com/chapter/10.1007/978-3-319-75417-8_48
springerlink,Research on Improved Model of Loans Portfolio Optimization Based on Adaptive Particle Swarm Optimization Algorithm,Ying SunYue-lin Gao,10.1007/978-3-642-30976-2_19,2012,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-30976-2_19
springerlink,A Genetic Algorithm Approach for Portfolio Optimization,Ishwa AnadaniAkshita SharmaDhruv DaveAnand Sharma,10.1007/978-981-99-7862-5_9,2024,Chapter,,http://link.springer.com/chapter/10.1007/978-981-99-7862-5_9
springerlink,The Memetic Tree-based Genetic Algorithm and its application to Portfolio Optimization,Claus AranhaHitoshi Iba,10.1007/s12293-009-0010-2,2009,Article,,http://link.springer.com/article/10.1007/s12293-009-0010-2
springerlink,Multi-objective genetic algorithm based on the fuzzy MULTIMOORA method for solving the cardinality constrained portfolio optimization,Derya DeliktaşOzden Ustun,10.1007/s10489-022-04240-6,2023,Article,,http://link.springer.com/article/10.1007/s10489-022-04240-6
springerlink,A Decomposition-Based Hybrid Estimation of Distribution Algorithm for Practical Mean-CVaR Portfolio Optimization,Yihua WangWanyi Chen,10.1007/978-3-030-26969-2_4,2019,Chapter,,http://link.springer.com/chapter/10.1007/978-3-030-26969-2_4
springerlink,A Genetic Algorithm for Solving Portfolio Optimization Problems with Transaction Costs and Minimum Transaction Lots,Dan LinXiaoming LiMinqiang Li,10.1007/11539902_99,2005,Chapter,,http://link.springer.com/chapter/10.1007/11539902_99
springerlink,An interior point algorithm for large scale portfolio optimization,Hitoshi Takehara,10.1007/BF02282059,1993,Article,,http://link.springer.com/article/10.1007/BF02282059
springerlink,Application of a Memetic Algorithm to the Portfolio Optimization Problem,Claus AranhaHitoshi Iba,10.1007/978-3-540-89378-3_52,2008,Chapter,,http://link.springer.com/chapter/10.1007/978-3-540-89378-3_52
springerlink,Cardinality Constrained Portfolio Selection Strategy Based on Hybrid Metaheuristic Optimization Algorithm,Faisal AhmadFaraz HasanMohammad ShahidJahangir ChauhanMohammad Imran,10.1007/978-981-19-6631-6_59,2023,Chapter,,http://link.springer.com/chapter/10.1007/978-981-19-6631-6_59
springerlink,Solving Portfolio Optimization Using Sine-Cosine Algorithm Embedded Mutation Operations,Mousumi BanerjeeVanita GargKusum Deep,10.1007/978-3-031-17929-7_6,2022,Chapter,,http://link.springer.com/chapter/10.1007/978-3-031-17929-7_6
springerlink,Algorithm of construction of optimum portfolio of stocks using genetic algorithm,Pankaj SinhaAbhishek ChandwaniTanmay Sinha,10.1007/s13198-014-0293-7,2015,Article,,http://link.springer.com/article/10.1007/s13198-014-0293-7
springerlink,Multi-period Possibilistic Mean Semivariance Portfolio Selection with Cardinality Constraints and its Algorithm,Peng Zhang,10.1007/s10852-014-9268-6,2015,Article,,http://link.springer.com/article/10.1007/s10852-014-9268-6
springerlink,Different Length Genetic Algorithm-Based Clustering of Indian Stocks for Portfolio Optimization,Somnath MukhopadhyayTamal Datta Chaudhuri,10.1007/978-981-10-8974-9_3,2019,Chapter,,http://link.springer.com/chapter/10.1007/978-981-10-8974-9_3
springerlink,Time-Varying Mean-Variance Portfolio Selection under Transaction Costs and Cardinality Constraint Problem via Beetle Antennae Search Algorithm (BAS),Vasilios N. KatsikisSpyridon D. MourtasPredrag S. StanimirovićShuai LiXinwei Cao,10.1007/s43069-021-00060-5,2021,Article,,http://link.springer.com/article/10.1007/s43069-021-00060-5
springerlink,Optimization of Corporate Reorganization Portfolios based on a Genetic Algorithm,R. BennertM. Missler-Behr,10.1007/978-3-642-55721-7_44,2003,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-55721-7_44
springerlink,A SPEA-Based Group Trading Strategy Portfolio Optimization Algorithm,Chun-Hao ChenChong-You YeYeong-Chyi LeeTzung-Pei Hong,10.1007/978-3-030-73280-6_46,2021,Chapter,,http://link.springer.com/chapter/10.1007/978-3-030-73280-6_46
springerlink,Algorithm Portfolios and Teams in Parallel Optimization,Volodymyr P. ShyloOleg V. Shylo,10.1007/978-3-319-68640-0_23,2017,Chapter,,http://link.springer.com/chapter/10.1007/978-3-319-68640-0_23
springerlink,Online risk-based portfolio allocation on subsets of crypto assets applying a prototype-based clustering algorithm,Luis LorenzoJavier Arroyo,10.1186/s40854-022-00438-2,2023,Article,,http://link.springer.com/article/10.1186/s40854-022-00438-2
springerlink,Multi-objective Evolutionary Algorithm Based on Data Analysis and Its Application in Portfolio Optimization,RuiWu JiangJing Tang,10.1007/978-3-030-87903-7_55,2021,Chapter,,http://link.springer.com/chapter/10.1007/978-3-030-87903-7_55
springerlink,Algorithm research based on multi period fuzzy portfolio optimization model,Jun Li Cao,10.1007/s10586-018-2191-2,2019,Article,,http://link.springer.com/article/10.1007/s10586-018-2191-2
springerlink,Algorithm portfolio based scheme for dynamic optimization problems,Jenny Fajardo CalderínAntonio D. MasegosaDavid A. Pelta,10.1080/18756891.2015.1046327,2015,Article,,http://link.springer.com/article/10.1080/18756891.2015.1046327
springerlink,Genetic algorithm designed for solving portfolio optimization problems subjected to cardinality constraint,Hemant JalotaManoj Thakur,10.1007/s13198-017-0574-z,2018,Article,,http://link.springer.com/article/10.1007/s13198-017-0574-z
springerlink,An interactive algorithm for portfolio bi-criteria optimization of R&D projects in public organizations,I. LitvinchevF. López,10.1134/S1064230708010048,2008,Article,,http://link.springer.com/article/10.1134/S1064230708010048
springerlink,An Evolutionary Algorithm with a New Coding Scheme for Multi-objective Portfolio Optimization,Yi ChenAimin ZhouRongfang ZhouPeng HeYong ZhaoLihua Dong,10.1007/978-3-319-68759-9_9,2017,Chapter,,http://link.springer.com/chapter/10.1007/978-3-319-68759-9_9
springerlink,"A Novel Framework for Portfolio Optimization Based on Modified Simulated Annealing Algorithm Using ANN, RBFN, and ABC Algorithms",Chanchal KumarM. N. DojaMirza Allim Baig,10.1007/978-981-13-2348-5_13,2018,Chapter,,http://link.springer.com/chapter/10.1007/978-981-13-2348-5_13
springerlink,Improved multiobjective bat algorithm for the credibilistic multiperiod mean-VaR portfolio optimization problem,Manrui JiangWeiyi LiuWen XuWei Chen,10.1007/s00500-021-05638-z,2021,Article,,http://link.springer.com/article/10.1007/s00500-021-05638-z
springerlink,"Resolving a portfolio optimization problem with investment timing through using the analytic hierarchy process, support vector regression and a genetic algorithm",Chih-Ming Hsu,10.2991/ijcis.11.1.77,2018,Article,,http://link.springer.com/article/10.2991/ijcis.11.1.77
springerlink,Optimal computing budget allocation to the differential evolution algorithm for large-scale portfolio optimization,Wei-han Liu,10.1057/jos.2016.12,2017,Article,,http://link.springer.com/article/10.1057/jos.2016.12
springerlink,Multi-period model of portfolio investment and adjustment based on hybrid genetic algorithm,Ximin Rong 荣喜民Meiping Lu 卢美萍Lin Deng 邓 林,10.1007/s12209-009-0072-8,2009,Article,,http://link.springer.com/article/10.1007/s12209-009-0072-8
springerlink,A Multi-objective Evolutionary Algorithm Based on Piecewise Parallel Decomposition for Portfolio Optimization,Yu WuJianle WeiWeiqin YingZhen CuiXuanda PanZhenyu Wang,10.1007/978-981-19-4109-2_5,2022,Chapter,,http://link.springer.com/chapter/10.1007/978-981-19-4109-2_5
springerlink,Investment Stock Portfolio with Multi-Stage Genetic Algorithm Optimization,Mahdi MoeiniOliver WendtLinus Krumrey,10.1007/978-3-662-49390-8_60,2016,Chapter,,http://link.springer.com/chapter/10.1007/978-3-662-49390-8_60
springerlink,Application of Multi-objective Optimization Algorithm in Financial Market Portfolio,Man-Chung ChanChi-Cheong WongW. D. LuoBernard K -S Cheung,10.1007/3-540-32391-0_117,2005,Chapter,,http://link.springer.com/chapter/10.1007/3-540-32391-0_117
springerlink,Bilevel cutting-plane algorithm for cardinality-constrained mean-CVaR portfolio optimization,Yue Wu,10.1007/978-981-16-9735-7_11,2022,Chapter,,http://link.springer.com/chapter/10.1007/978-981-16-9735-7_11
springerlink,Value-at-Risk optimization using the difference of convex algorithm,Ken KobayashiYuichi TakanoKazuhide Nakata,10.1007/s10898-021-01048-5,2021,Article,,http://link.springer.com/article/10.1007/s10898-021-01048-5
springerlink,Possibilistic Approaches to Portfolio Selection Problem with General Transaction Costs and a CLPSO Algorithm,David Wozabal,10.1007/s00291-010-0225-0,2012,Article,,http://link.springer.com/article/10.1007/s00291-010-0225-0
springerlink,Optimal Portfolio Selection with Particle Swarm Algorithm: An Application on BIST-30,Xi-li ZhangWei-Guo ZhangWei-jun XuWei-Lin Xiao,10.1007/s10614-010-9220-4,2010,Article,,http://link.springer.com/article/10.1007/s10614-010-9220-4
springerlink,Stock portfolio optimization based on factor analysis and second-order memetic differential evolution algorithm,Burcu Adıgüzel MercangözAltaf Q. H. Badar,10.1007/978-3-030-70281-6_9,2021,Chapter,,http://link.springer.com/chapter/10.1007/978-3-030-70281-6_9
